Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Num,HBIPS-3 Measure Description,HBIPS-3 Overall Num,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-2/-2a Measure Description,SUB-2 Denominator,TOB-2/-2a Measure_Desc,TOB-2 Denominator,FUH Measure Description,FUH-30 %,READM-30-IPF Measure Desc,READM-30-IPF Category,Location
191315,HARDTNER MEDICAL CENTER,1102 N PINE ROAD,OLLA,LA,71465,LASALLE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,26,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,98,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,79.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1102 N PINE ROAD OLLA, LA 71465 (31.85976, -92.27602)"
444023,OAK HILLS BEHAVIORAL CENTER,49 OLD HICKORY BLVD,JACKSON,TN,38305,MADISON,Hours of physical-restraint use,12.15,Hours of seclusion use,9.1,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,28,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"49 OLD HICKORY BLVD JACKSON, TN 38305 (35.654784, -88.831291)"
454083,INTRACARE NORTH HOSPITAL,1120 CYPRESS STATION DR,HOUSTON,TX,77090,HARRIS,Hours of physical-restraint use,44.78,Hours of seclusion use,392.7,Patients discharged on multiple antipsychotic medications with appropriate justification,47,Alcohol use brief intervention provided or offered,46,Tobacco use treatment provided or offered,140,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1120 CYPRESS STATION DR HOUSTON, TX 77090 (30.023779, -95.439216)"
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,Hours of physical-restraint use,432.29,Hours of seclusion use,987.02,Patients discharged on multiple antipsychotic medications with appropriate justification,29,Alcohol use brief intervention provided or offered,121,Tobacco use treatment provided or offered,252,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"169 ASHLEY AVE CHARLESTON, SC 29425 (32.7854, -79.946559)"
280077,METHODIST FREMONT HEALTH,450 EAST 23RD ST,FREMONT,NE,68025,DODGE,Hours of physical-restraint use,9.6,Hours of seclusion use,14.7,Patients discharged on multiple antipsychotic medications with appropriate justification,52,Alcohol use brief intervention provided or offered,211,Tobacco use treatment provided or offered,327,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"450 EAST 23RD ST FREMONT, NE 68025 (41.451464, -96.492473)"
370047,"MERCY HOSPITAL ARDMORE, INC","1011 FOURTEENTH AVENUE, NORTHWEST",ARDMORE,OK,73401,CARTER,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,16,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,34.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1011 FOURTEENTH AVENUE, NORTHWEST ARDMORE, OK 73401 (34.188451, -97.140018)"
301301,COTTAGE HOSPITAL,90 SWIFTWATER RD,WOODSVILLE,NH,3785,GRAFTON,Hours of physical-restraint use,0.04,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,81.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"90 SWIFTWATER RD WOODSVILLE, NH 03785 (44.136234, -72.022291)"
154008,NEURODIAGNOSTIC INSTITUTE,5435 E 16TH ST,INDIANAPOLIS,IN,46218,MARION,Hours of physical-restraint use,411.63,Hours of seclusion use,0.83,Patients discharged on multiple antipsychotic medications with appropriate justification,37,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,"5435 E 16TH ST INDIANAPOLIS, IN 46218 (39.7889, -86.076344)"
251320,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVENUE,PORT GIBSON,MS,39150,CLAIBORNE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,100,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,35,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"123 MCCOMB AVENUE PORT GIBSON, MS 39150 (31.945992, -90.985395)"
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,LEE,Hours of physical-restraint use,69.42,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,23,Alcohol use brief intervention provided or offered,109,Tobacco use treatment provided or offered,322,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"403 E 1ST ST DIXON, IL 61021 (41.84423, -89.480131)"
454134,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,"5680 FRISCO SQUARE BLVD, SUITE 3000",FRISCO,TX,75034,DENTON,Hours of physical-restraint use,3.82,Hours of seclusion use,7.53,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol use brief intervention provided or offered,68,Tobacco use treatment provided or offered,115,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"5680 FRISCO SQUARE BLVD, SUITE 3000 FRISCO, TX 75034 (33.15042, -96.837442)"
154054,HARSHA BEHAVIORAL CENTER INC,1980 E WOODSMALL DR,TERRE HAUTE,IN,47802,VIGO,Hours of physical-restraint use,314.05,Hours of seclusion use,1032.17,Patients discharged on multiple antipsychotic medications with appropriate justification,35,Alcohol use brief intervention provided or offered,33,Tobacco use treatment provided or offered,283,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1980 E WOODSMALL DR TERRE HAUTE, IN 47802 (39.376008, -87.386168)"
344016,BRYNN MARR HOSP,192 VILLAGE DRIVE,JACKSONVILLE,NC,28540,ONSLOW,Hours of physical-restraint use,17.1,Hours of seclusion use,98.08,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol use brief intervention provided or offered,40,Tobacco use treatment provided or offered,111,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"192 VILLAGE DRIVE JACKSONVILLE, NC 28540 (34.747087, -77.374531)"
194100,SEASIDE BEHAVIORAL CENTER,4201 WOODLAND DRIVE,NEW ORLEANS,LA,70131,ORLEANS,Hours of physical-restraint use,57,Hours of seclusion use,43,Patients discharged on multiple antipsychotic medications with appropriate justification,116,Alcohol use brief intervention provided or offered,101,Tobacco use treatment provided or offered,226,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"4201 WOODLAND DRIVE NEW ORLEANS, LA 70131 (29.912629, -89.993103)"
240001,NORTH MEMORIAL HEALTH,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,HENNEPIN,Hours of physical-restraint use,155.96,Hours of seclusion use,273.8,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol use brief intervention provided or offered,158,Tobacco use treatment provided or offered,309,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,"3300 OAKDALE NORTH ROBBINSDALE, MN 55422 (45.014214, -93.321172)"
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,CARTER,Hours of physical-restraint use,4253.05,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,49,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1501 WEST ELK AVENUE ELIZABETHTON, TN 37643 (36.343941, -82.249623)"
110107,"MEDICAL CENTER, NAVICENT HEALTH (THE)",777 HEMLOCK STREET,MACON,GA,31201,BIBB,Hours of physical-restraint use,334,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,29,Alcohol use brief intervention provided or offered,33,Tobacco use treatment provided or offered,76,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"777 HEMLOCK STREET MACON, GA 31201 (32.833202, -83.636553)"
274086,MONTANA STATE HOSPITAL,100 GARNET WAY,WARM SPRINGS,MT,59756,DEER LODGE,Hours of physical-restraint use,1244.9,Hours of seclusion use,1029.61,Patients discharged on multiple antipsychotic medications with appropriate justification,59,Alcohol use brief intervention provided or offered,75,Tobacco use treatment provided or offered,314,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"100 GARNET WAY WARM SPRINGS, MT 59756 (46.180959, -112.790359)"
114029,EAST CENTRAL REGIONAL HOSPITAL,3405 MIKE PADGETT HWY,AUGUSTA,GA,30906,RICHMOND,Hours of physical-restraint use,334.72,Hours of seclusion use,38.1,Patients discharged on multiple antipsychotic medications with appropriate justification,122,Alcohol use brief intervention provided or offered,51,Tobacco use treatment provided or offered,275,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"3405 MIKE PADGETT HWY AUGUSTA, GA 30906 (33.397834, -82.005522)"
510047,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,WV,26554,MARION,Hours of physical-restraint use,37.77,Hours of seclusion use,48.7,Patients discharged on multiple antipsychotic medications with appropriate justification,20,Alcohol use brief intervention provided or offered,328,Tobacco use treatment provided or offered,409,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,39.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1325 LOCUST AVENUE FAIRMONT, WV 26554 (39.480876, -80.164069)"
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,68,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"1099 MEDICAL CENTER CIRCLE MAYFIELD, KY 42066 (36.757411, -88.650981)"
174021,"FREEDOM BEHAVIORAL HOSPITAL OF TOPEKA, LLC",1334 SW BUCHANAN STREET,TOPEKA,KS,66604,SHAWNEE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,71,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,36,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1334 SW BUCHANAN STREET TOPEKA, KS 66604 (39.041332, -95.693113)"
254010,MS STATE HOSPITAL-WHITFIELD,3550 HIGHWAY 468 WEST,WHITFIELD,MS,39193,RANKIN,Hours of physical-restraint use,491.45,Hours of seclusion use,627.54,Patients discharged on multiple antipsychotic medications with appropriate justification,142,Alcohol use brief intervention provided or offered,95,Tobacco use treatment provided or offered,419,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,23.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,
44011,ARKANSAS STATE HOSPITAL,305 S PALM STREET,LITTLE ROCK,AR,72205,PULASKI,Hours of physical-restraint use,288.13,Hours of seclusion use,166.3,Patients discharged on multiple antipsychotic medications with appropriate justification,50,Alcohol use brief intervention provided or offered,66,Tobacco use treatment provided or offered,64,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,31.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"305 S PALM STREET LITTLE ROCK, AR 72205 (34.751129, -92.325115)"
194044,VERMILION BEHAVIORAL HEALTH SYSTEMS,2520 N UNIVERSITY AVENUE,LAFAYETTE,LA,70507,LAFAYETTE,Hours of physical-restraint use,5.09,Hours of seclusion use,3.18,Patients discharged on multiple antipsychotic medications with appropriate justification,24,Alcohol use brief intervention provided or offered,296,Tobacco use treatment provided or offered,683,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2520 N UNIVERSITY AVENUE LAFAYETTE, LA 70507 (30.27139, -92.047095)"
104076,UNIVERSITY BEHAVIORAL CENTER,2500 DISCOVERY DRIVE,ORLANDO,FL,32826,ORANGE,Hours of physical-restraint use,95.16,Hours of seclusion use,177.9,Patients discharged on multiple antipsychotic medications with appropriate justification,56,Alcohol use brief intervention provided or offered,155,Tobacco use treatment provided or offered,218,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2500 DISCOVERY DRIVE ORLANDO, FL 32826 (28.581858, -81.191544)"
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,ORLEANS,Hours of physical-restraint use,1.9,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,31,Tobacco use treatment provided or offered,34,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"1415 TULANE AVE NEW ORLEANS, LA 70112 (29.955263, -90.076121)"
50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,Hours of physical-restraint use,0,Hours of seclusion use,0.75,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,20,Tobacco use treatment provided or offered,39,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1900 SULLIVAN AVENUE DALY CITY, CA 94015 (37.680315, -122.47291)"
250094,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,MS,39402,LAMAR,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,51,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"5001 W HARDY ST HATTIESBURG, MS 39402 (31.323058, -89.3669)"
64009,CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEM,2135 SOUTHGATE RD,COLORADO SPRINGS,CO,80906,EL PASO,Hours of physical-restraint use,56.73,Hours of seclusion use,94.38,Patients discharged on multiple antipsychotic medications with appropriate justification,51,Alcohol use brief intervention provided or offered,98,Tobacco use treatment provided or offered,187,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,34.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2135 SOUTHGATE RD COLORADO SPRINGS, CO 80906 (38.801566, -104.817619)"
364057,BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVENUE,CINCINNATI,OH,45213,HAMILTON,Hours of physical-restraint use,4.01,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,43,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"5500 VERULAM AVENUE CINCINNATI, OH 45213 (39.173401, -84.430634)"
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,GENESEE,Hours of physical-restraint use,14.97,Hours of seclusion use,34.38,Patients discharged on multiple antipsychotic medications with appropriate justification,32,Alcohol use brief intervention provided or offered,98,Tobacco use treatment provided or offered,381,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"401 S BALLENGER HIGHWAY FLINT, MI 48532 (43.014187, -83.733578)"
194086,OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE,11135 FLORIDA BLVD,BATON ROUGE,LA,70815,E. BATON ROUGE,Hours of physical-restraint use,3.57,Hours of seclusion use,3.75,Patients discharged on multiple antipsychotic medications with appropriate justification,44,Alcohol use brief intervention provided or offered,27,Tobacco use treatment provided or offered,135,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"11135 FLORIDA BLVD BATON ROUGE, LA 70815 (30.458513, -91.061542)"
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,21,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"#1 MEDICAL PARK DRIVE BENTON, AR 72015 (34.573552, -92.584405)"
154020,REGIONAL MENTAL HEALTH CENTER,8555 TAFT ST,MERRILLVILLE,IN,46410,LAKE,Hours of physical-restraint use,11.61,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,22,Alcohol use brief intervention provided or offered,26,Tobacco use treatment provided or offered,113,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,76.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"8555 TAFT ST MERRILLVILLE, IN 46410 (41.46219, -87.364921)"
264012,CENTERPOINTE HOSPITAL,4801 WELDON SPRING PARKWAY,SAINT CHARLES,MO,63304,ST. CHARLES,Hours of physical-restraint use,110.2,Hours of seclusion use,46.28,Patients discharged on multiple antipsychotic medications with appropriate justification,152,Alcohol use brief intervention provided or offered,191,Tobacco use treatment provided or offered,181,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,63.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,"4801 WELDON SPRING PARKWAY SAINT CHARLES, MO 63304 (38.716318, -90.672084)"
224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,85 EAST NEWTON STREET,BOSTON,MA,2118,SUFFOLK,Hours of physical-restraint use,96.17,Hours of seclusion use,7.25,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol use brief intervention provided or offered,31,Tobacco use treatment provided or offered,131,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"85 EAST NEWTON STREET BOSTON, MA 02118 (42.336333, -71.070633)"
170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,Hours of physical-restraint use,0,Hours of seclusion use,32.97,Patients discharged on multiple antipsychotic medications with appropriate justification,27,Alcohol use brief intervention provided or offered,271,Tobacco use treatment provided or offered,467,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,73.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"400 SOUTH SANTA FE AVENUE SALINA, KS 67401 (38.833271, -97.610525)"
34023,"GUIDANCE CENTER, THE",2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,COCONINO,Hours of physical-restraint use,9.39,Hours of seclusion use,50,Patients discharged on multiple antipsychotic medications with appropriate justification,48,Alcohol use brief intervention provided or offered,47,Tobacco use treatment provided or offered,290,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2187 NORTH VICKEY STREET FLAGSTAFF, AZ 86004 (35.206641, -111.606008)"
74003,CONNECTICUT VALLEY HOSP,SILVER ST,MIDDLETOWN,CT,6457,MIDDLESEX,Hours of physical-restraint use,1240.8,Hours of seclusion use,591.15,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,355,Tobacco use treatment provided or offered,462,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
260141,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,MO,65212,BOONE,Hours of physical-restraint use,969.12,Hours of seclusion use,604.15,Patients discharged on multiple antipsychotic medications with appropriate justification,223,Alcohol use brief intervention provided or offered,437,Tobacco use treatment provided or offered,1399,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
84005,SUN BEHAVIORAL DELAWARE LLC,21655 BIDEN AVENUE,GEORGETOWN,DE,19947,SUSSEX,Hours of physical-restraint use,Not Available,Hours of seclusion use,Not Available,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,"21655 BIDEN AVENUE GEORGETOWN, DE 19947 (38.699156, -75.406604)"
424007,SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,ONE HAVENWOOD LANE  PO BOX 1005,TRAVELERS REST,SC,29690,GREENVILLE,Hours of physical-restraint use,1.18,Hours of seclusion use,4.67,Patients discharged on multiple antipsychotic medications with appropriate justification,73,Alcohol use brief intervention provided or offered,246,Tobacco use treatment provided or offered,468,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,
334021,MOHAWK VALLEY PSYCHIATRIC CENTER,1400 NOYES ST,UTICA,NY,13502,ONEIDA,Hours of physical-restraint use,47.28,Hours of seclusion use,0.4,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,"1400 NOYES ST UTICA, NY 13502 (43.102249, -75.260626)"
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,7112,ESSEX,Hours of physical-restraint use,19.07,Hours of seclusion use,28.63,Patients discharged on multiple antipsychotic medications with appropriate justification,28,Alcohol use brief intervention provided or offered,45,Tobacco use treatment provided or offered,109,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,29.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"201 LYONS AVE NEWARK, NJ 07112 (40.710054, -74.213787)"
